EV_bin,LA_bin,sample_size,source,ba_value,slg_value,iso_value,wobacon_value,rv_value
117,21,1,modeled,0.955547988,3.750959635,3.726355076,1.932468772,1.198878407
118,21,,modeled,0.955547988,3.750959635,3.726355076,1.932468772,1.198878407
119,21,,modeled,0.955547988,3.750959635,3.726355076,1.932468772,1.198878407
120,21,,modeled,0.955547988,3.750959635,3.726355076,1.932468772,1.198878407
121,21,,modeled,0.955547988,3.750959635,3.726355076,1.932468772,1.198878407
122,21,,modeled,0.955547988,3.750959635,3.726355076,1.932468772,1.198878407
123,21,,modeled,0.955547988,3.750959635,3.726355076,1.932468772,1.198878407
124,21,,modeled,0.955547988,3.750959635,3.726355076,1.932468772,1.198878407
125,21,,modeled,0.955547988,3.750959635,3.726355076,1.932468772,1.198878407
126,21,,modeled,0.955547988,3.750959635,3.726355076,1.932468772,1.198878407
127,21,,modeled,0.955547988,3.750959635,3.726355076,1.932468772,1.198878407
128,21,,modeled,0.955547988,3.750959635,3.726355076,1.932468772,1.198878407
129,21,,modeled,0.955547988,3.750959635,3.726355076,1.932468772,1.198878407
130,21,,modeled,0.955547988,3.750959635,3.726355076,1.932468772,1.198878407
108,27,118,empirical,0.974576271,3.805084746,3.796610169,1.932108449,1.224946937
111,28,28,modeled,0.967211723,3.806476593,3.80008626,1.93207407,1.220930696
110,25,47,modeled,0.973560572,3.813650131,3.827704906,1.930793166,1.217901468
112,33,5,modeled,0.94465977,3.816018105,3.810517073,1.929811716,1.203469038
113,33,2,modeled,0.94465977,3.816018105,3.810517073,1.929811716,1.203469038
115,33,2,modeled,0.94465977,3.816018105,3.810517073,1.929811716,1.203469038
114,33,1,modeled,0.94465977,3.816018105,3.810517073,1.929811716,1.203469038
118,33,1,modeled,0.94465977,3.816018105,3.810517073,1.929811716,1.203469038
116,33,,modeled,0.94465977,3.816018105,3.810517073,1.929811716,1.203469038
117,33,,modeled,0.94465977,3.816018105,3.810517073,1.929811716,1.203469038
119,33,,modeled,0.94465977,3.816018105,3.810517073,1.929811716,1.203469038
120,33,,modeled,0.94465977,3.816018105,3.810517073,1.929811716,1.203469038
121,33,,modeled,0.94465977,3.816018105,3.810517073,1.929811716,1.203469038
122,33,,modeled,0.94465977,3.816018105,3.810517073,1.929811716,1.203469038
123,33,,modeled,0.94465977,3.816018105,3.810517073,1.929811716,1.203469038
124,33,,modeled,0.94465977,3.816018105,3.810517073,1.929811716,1.203469038
125,33,,modeled,0.94465977,3.816018105,3.810517073,1.929811716,1.203469038
126,33,,modeled,0.94465977,3.816018105,3.810517073,1.929811716,1.203469038
127,33,,modeled,0.94465977,3.816018105,3.810517073,1.929811716,1.203469038
128,33,,modeled,0.94465977,3.816018105,3.810517073,1.929811716,1.203469038
129,33,,modeled,0.94465977,3.816018105,3.810517073,1.929811716,1.203469038
130,33,,modeled,0.94465977,3.816018105,3.810517073,1.929811716,1.203469038
112,22,30,modeled,0.951997459,3.713354349,3.655133247,1.929440618,1.210801125
113,22,12,modeled,0.951997459,3.713354349,3.655133247,1.929440618,1.210801125
114,22,7,modeled,0.951997459,3.713354349,3.655133247,1.929440618,1.210801125
117,22,3,modeled,0.951997459,3.713354349,3.655133247,1.929440618,1.210801125
115,22,1,modeled,0.951997459,3.713354349,3.655133247,1.929440618,1.210801125
116,22,1,modeled,0.951997459,3.713354349,3.655133247,1.929440618,1.210801125
118,22,1,modeled,0.951997459,3.713354349,3.655133247,1.929440618,1.210801125
119,22,,modeled,0.951997459,3.713354349,3.655133247,1.929440618,1.210801125
120,22,,modeled,0.951997459,3.713354349,3.655133247,1.929440618,1.210801125
121,22,,modeled,0.951997459,3.713354349,3.655133247,1.929440618,1.210801125
122,22,,modeled,0.951997459,3.713354349,3.655133247,1.929440618,1.210801125
123,22,,modeled,0.951997459,3.713354349,3.655133247,1.929440618,1.210801125
124,22,,modeled,0.951997459,3.713354349,3.655133247,1.929440618,1.210801125
125,22,,modeled,0.951997459,3.713354349,3.655133247,1.929440618,1.210801125
126,22,,modeled,0.951997459,3.713354349,3.655133247,1.929440618,1.210801125
127,22,,modeled,0.951997459,3.713354349,3.655133247,1.929440618,1.210801125
128,22,,modeled,0.951997459,3.713354349,3.655133247,1.929440618,1.210801125
129,22,,modeled,0.951997459,3.713354349,3.655133247,1.929440618,1.210801125
130,22,,modeled,0.951997459,3.713354349,3.655133247,1.929440618,1.210801125
111,25,38,modeled,0.971046627,3.812144041,3.827704906,1.928827763,1.216572046
111,32,14,modeled,0.934775174,3.836815119,3.799131632,1.917679906,1.206444025
107,30,102,empirical,0.950980392,3.794117647,3.794117647,1.911963504,1.209190937
108,26,140,empirical,0.95,3.785714286,3.785714286,1.910655305,1.207042314
111,30,18,modeled,0.952796161,3.823687077,3.803934574,1.907127976,1.198295712
112,34,5,modeled,0.932015419,3.745673895,3.71792078,1.906446815,1.187578917
113,34,2,modeled,0.932015419,3.745673895,3.71792078,1.906446815,1.187578917
114,34,1,modeled,0.932015419,3.745673895,3.71792078,1.906446815,1.187578917
115,34,,modeled,0.932015419,3.745673895,3.71792078,1.906446815,1.187578917
116,34,,modeled,0.932015419,3.745673895,3.71792078,1.906446815,1.187578917
117,34,,modeled,0.932015419,3.745673895,3.71792078,1.906446815,1.187578917
118,34,,modeled,0.932015419,3.745673895,3.71792078,1.906446815,1.187578917
119,34,,modeled,0.932015419,3.745673895,3.71792078,1.906446815,1.187578917
120,34,,modeled,0.932015419,3.745673895,3.71792078,1.906446815,1.187578917
121,34,,modeled,0.932015419,3.745673895,3.71792078,1.906446815,1.187578917
122,34,,modeled,0.932015419,3.745673895,3.71792078,1.906446815,1.187578917
123,34,,modeled,0.932015419,3.745673895,3.71792078,1.906446815,1.187578917
124,34,,modeled,0.932015419,3.745673895,3.71792078,1.906446815,1.187578917
125,34,,modeled,0.932015419,3.745673895,3.71792078,1.906446815,1.187578917
126,34,,modeled,0.932015419,3.745673895,3.71792078,1.906446815,1.187578917
127,34,,modeled,0.932015419,3.745673895,3.71792078,1.906446815,1.187578917
128,34,,modeled,0.932015419,3.745673895,3.71792078,1.906446815,1.187578917
129,34,,modeled,0.932015419,3.745673895,3.71792078,1.906446815,1.187578917
130,34,,modeled,0.932015419,3.745673895,3.71792078,1.906446815,1.187578917
110,32,19,modeled,0.930169702,3.799160004,3.772218227,1.904896855,1.197507977
109,25,100,empirical,0.97,3.72,3.72,1.90366173,1.200399705
110,24,70,modeled,0.965928614,3.694714785,3.717914104,1.899932981,1.195309758
109,27,73,modeled,0.954793394,3.754966021,3.771545887,1.899753571,1.197633505
109,26,71,modeled,0.954793394,3.750277996,3.761227369,1.898095131,1.195582628
111,24,41,modeled,0.963414669,3.693208694,3.717914104,1.897967577,1.193980336
109,24,114,empirical,0.956140351,3.728070175,3.728070175,1.895133965,1.194709129
111,31,16,modeled,0.951024354,3.786934853,3.772914886,1.894738674,1.194938779
110,30,27,modeled,0.948190689,3.786031961,3.77702117,1.894344926,1.189359665
109,29,54,modeled,0.943296969,3.726735592,3.74079442,1.888301373,1.189151406
109,28,60,modeled,0.948989034,3.723022699,3.727679253,1.887122869,1.187133551
107,26,160,empirical,0.95,3.70625,3.70625,1.886083268,1.186413362
107,28,141,empirical,0.943262411,3.70212766,3.70212766,1.883823884,1.182925513
110,31,37,modeled,0.946418881,3.749279737,3.746001482,1.881955624,1.186002731
111,33,9,modeled,0.924129009,3.726516485,3.716547728,1.875338793,1.168590546
111,34,8,modeled,0.911484659,3.710148811,3.663341284,1.871039391,1.157930851
108,29,88,modeled,0.942277193,3.702152967,3.676363707,1.868783832,1.178613901
107,27,133,empirical,0.939849624,3.684210526,3.684210526,1.867772814,1.173817861
110,33,15,modeled,0.919523537,3.68886137,3.689634323,1.862555742,1.159654498
109,23,106,empirical,0.933962264,3.660377358,3.650943396,1.85843063,1.16547754
110,34,15,modeled,0.906879187,3.672493696,3.636427879,1.85825634,1.148994803
109,32,33,modeled,0.908206463,3.711791992,3.69981122,1.857980251,1.162381411
107,25,196,empirical,0.93877551,3.637755102,3.637755102,1.85448193,1.161779485
111,23,43,modeled,0.947203398,3.661499262,3.60323596,1.853040457,1.148455381
110,23,74,modeled,0.949717343,3.647581816,3.60323596,1.851408958,1.149784803
109,30,60,modeled,0.925741315,3.69866395,3.704614162,1.847428322,1.154233098
107,24,230,empirical,0.947826087,3.595652174,3.586956522,1.844985426,1.154320074
108,32,66,modeled,0.907186687,3.681846857,3.628031731,1.83846271,1.151843905
108,24,162,empirical,0.932098765,3.598765432,3.598765432,1.835057947,1.147862034
109,31,43,modeled,0.922416091,3.661911726,3.673594475,1.83503902,1.150876164
108,25,153,empirical,0.921568627,3.614379085,3.614379085,1.83221363,1.146048693
108,30,53,modeled,0.924721539,3.668718815,3.640183449,1.827910781,1.143695593
106,26,257,empirical,0.918287938,3.595330739,3.595330739,1.824896656,1.139810771
108,28,112,empirical,0.901785714,3.580357143,3.580357143,1.815708663,1.12886137
109,33,22,modeled,0.899017096,3.601493359,3.596501827,1.815639138,1.124527931
108,31,68,modeled,0.921396315,3.631966591,3.609163761,1.815521479,1.140338659
106,27,208,empirical,0.913461538,3.576923077,3.572115385,1.814740495,1.131699613
109,34,25,modeled,0.886372745,3.585125685,3.535914421,1.811339736,1.113868237
107,29,109,empirical,0.899082569,3.587155963,3.587155963,1.810751321,1.1274104
111,22,57,modeled,0.925142884,3.399122238,3.394716263,1.807840943,1.116009116
108,33,36,modeled,0.89799732,3.571548223,3.534332037,1.796121597,1.113990426
107,31,70,modeled,0.893642128,3.559696913,3.576426744,1.794927597,1.110064387
107,23,206,empirical,0.927184466,3.480582524,3.480582524,1.792556486,1.113302525
108,34,30,modeled,0.885352969,3.55331707,3.473744631,1.791822195,1.103330851
112,20,34,modeled,0.944341302,3.463932276,3.458524227,1.784519076,1.128976583
113,20,21,modeled,0.944341302,3.463932276,3.458524227,1.784519076,1.128976583
114,20,11,modeled,0.944341302,3.463932276,3.458524227,1.784519076,1.128976583
115,20,7,modeled,0.944341302,3.463932276,3.458524227,1.784519076,1.128976583
116,20,5,modeled,0.944341302,3.463932276,3.458524227,1.784519076,1.128976583
117,20,1,modeled,0.944341302,3.463932276,3.458524227,1.784519076,1.128976583
118,20,,modeled,0.944341302,3.463932276,3.458524227,1.784519076,1.128976583
119,20,,modeled,0.944341302,3.463932276,3.458524227,1.784519076,1.128976583
120,20,,modeled,0.944341302,3.463932276,3.458524227,1.784519076,1.128976583
121,20,,modeled,0.944341302,3.463932276,3.458524227,1.784519076,1.128976583
122,20,,modeled,0.944341302,3.463932276,3.458524227,1.784519076,1.128976583
123,20,,modeled,0.944341302,3.463932276,3.458524227,1.784519076,1.128976583
124,20,,modeled,0.944341302,3.463932276,3.458524227,1.784519076,1.128976583
125,20,,modeled,0.944341302,3.463932276,3.458524227,1.784519076,1.128976583
126,20,,modeled,0.944341302,3.463932276,3.458524227,1.784519076,1.128976583
127,20,,modeled,0.944341302,3.463932276,3.458524227,1.784519076,1.128976583
128,20,,modeled,0.944341302,3.463932276,3.458524227,1.784519076,1.128976583
129,20,,modeled,0.944341302,3.463932276,3.458524227,1.784519076,1.128976583
130,20,,modeled,0.944341302,3.463932276,3.458524227,1.784519076,1.128976583
108,23,166,empirical,0.927710843,3.451807229,3.451807229,1.782740824,1.10583886
112,35,5,modeled,0.89112848,3.530979156,3.50776124,1.778864503,1.089191675
113,35,4,modeled,0.89112848,3.530979156,3.50776124,1.778864503,1.089191675
114,35,2,modeled,0.89112848,3.530979156,3.50776124,1.778864503,1.089191675
116,35,1,modeled,0.89112848,3.530979156,3.50776124,1.778864503,1.089191675
